Quarter,OffTeam,Down,Distance,OffenseFormation,DefendersInTheBox,Week,StadiumType,Turf,GameWeather,Temperature,Humidity,WindSpeed,Type,DefTeam,Time Left in Quarter,Distance for TD,ScoreDifference,PosTeamHome,NumQB,NumRB,NumWR,NumTE,NumOL,NumDL,NumLB,NumDB,NumDOther
3,WAS,2,2,SINGLEBACK,7.0,15.0,Outdoor,Grass,Cloudy,64.0,58.0,12.0,run,JAX,4.316666666666666,77,-4.0,0,1,1,3,1,5,4,2,5,0
3,JAX,1,10,SINGLEBACK,7.0,15.0,Outdoor,Grass,Cloudy,64.0,58.0,12.0,run,WAS,1.7333333333333334,88,4.0,1,1,1,3,1,5,2,4,5,0
3,JAX,1,10,SINGLEBACK,8.0,15.0,Outdoor,Grass,Cloudy,64.0,58.0,12.0,run,WAS,1.0666666666666667,68,4.0,1,1,1,2,2,5,3,4,4,0
4,JAX,2,10,SINGLEBACK,6.0,15.0,Outdoor,Grass,Cloudy,64.0,58.0,12.0,run,WAS,14.516666666666667,53,4.0,1,1,1,3,1,5,2,4,5,0
4,WAS,1,10,SHOTGUN,7.0,15.0,Outdoor,Grass,Cloudy,64.0,58.0,12.0,run,JAX,11.166666666666666,68,-7.0,0,1,1,2,2,5,4,3,4,0
4,WAS,1,10,SINGLEBACK,6.0,15.0,Outdoor,Grass,Cloudy,64.0,58.0,12.0,run,JAX,6.383333333333334,10,-7.0,0,1,1,3,1,5,4,2,5,0
4,JAX,1,10,SHOTGUN,7.0,15.0,Outdoor,Grass,Cloudy,64.0,58.0,12.0,run,WAS,5.783333333333333,75,0.0,1,1,1,2,2,5,3,4,4,0
4,JAX,2,10,SHOTGUN,6.0,15.0,Outdoor,Grass,Cloudy,64.0,58.0,12.0,run,WAS,4.966666666666667,50,0.0,1,1,1,3,1,5,2,4,5,0
4,JAX,1,10,SINGLEBACK,8.0,15.0,Outdoor,Grass,Cloudy,64.0,58.0,12.0,run,WAS,4.233333333333333,39,0.0,1,1,1,2,2,5,3,4,4,0
4,JAX,2,7,SHOTGUN,8.0,15.0,Outdoor,Grass,Cloudy,64.0,58.0,12.0,run,WAS,3.5,36,0.0,1,1,1,1,3,5,3,4,4,0
4,WAS,1,10,SHOTGUN,6.0,15.0,Outdoor,Grass,Cloudy,64.0,58.0,12.0,run,JAX,2.5166666666666666,55,0.0,0,1,1,3,1,5,4,2,5,0
4,WAS,1,10,SHOTGUN,6.0,15.0,Outdoor,Grass,Cloudy,64.0,58.0,12.0,run,JAX,1.4,44,0.0,0,1,1,3,1,5,4,2,5,0
4,WAS,1,10,SINGLEBACK,8.0,15.0,Outdoor,Grass,Cloudy,64.0,58.0,12.0,run,JAX,1.25,29,0.0,0,1,1,2,2,5,4,3,4,0
4,WAS,2,3,SINGLEBACK,8.0,15.0,Outdoor,Grass,Cloudy,64.0,58.0,12.0,run,JAX,1.1666666666666667,22,0.0,0,1,1,2,2,5,4,3,4,0
4,WAS,3,2,SINGLEBACK,8.0,15.0,Outdoor,Grass,Cloudy,64.0,58.0,12.0,run,JAX,1.0833333333333333,21,0.0,0,1,1,2,2,5,4,3,4,0
1,MIN,1,10,SINGLEBACK,8.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIA,14.933333333333334,76,0.0,1,1,1,2,2,5,4,3,4,0
1,MIN,1,10,SINGLEBACK,7.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIA,13.683333333333334,43,0.0,1,1,1,2,2,5,4,3,4,0
1,MIN,2,9,SINGLEBACK,6.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIA,12.783333333333333,42,0.0,1,1,1,3,1,5,4,2,5,0
1,MIN,1,10,SINGLEBACK,6.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIA,12.083333333333334,16,0.0,1,1,1,2,2,5,4,3,4,0
1,MIA,1,10,SINGLEBACK,8.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIN,11.016666666666667,68,-7.0,0,1,1,2,2,5,4,3,4,0
1,MIA,2,7,SHOTGUN,8.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIN,10.366666666666667,65,-7.0,0,1,1,2,2,5,4,3,4,0
1,MIN,1,10,SHOTGUN,5.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIA,9.333333333333334,60,7.0,1,1,1,3,1,5,4,2,5,0
1,MIN,1,10,SINGLEBACK,7.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIA,8.083333333333334,48,7.0,1,1,1,3,1,5,4,2,5,0
1,MIN,1,10,I_FORM,7.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIA,6.45,13,7.0,1,1,2,2,1,5,4,3,4,0
1,MIA,2,10,SINGLEBACK,8.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIN,6.266666666666667,75,-14.0,0,1,1,2,2,5,4,3,4,0
1,MIN,1,10,SINGLEBACK,7.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIA,4.866666666666667,53,14.0,1,1,1,3,1,5,4,2,5,0
1,MIN,2,10,SINGLEBACK,8.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIA,4.3,53,14.0,1,1,1,2,2,5,4,3,4,0
1,MIN,1,10,I_FORM,8.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIA,2.3666666666666667,27,14.0,1,1,2,2,1,5,4,3,4,0
1,MIN,1,10,I_FORM,7.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIA,1.6333333333333333,18,14.0,1,1,2,2,1,5,4,3,4,0
1,MIA,1,10,SHOTGUN,7.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIN,1.5333333333333332,75,-21.0,0,1,1,3,1,5,4,2,5,0
1,MIA,2,8,SINGLEBACK,6.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIN,0.8833333333333333,73,-21.0,0,1,1,3,1,5,4,2,5,0
1,MIA,1,10,EMPTY,7.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIN,0.35,63,-21.0,0,1,2,2,1,5,4,2,5,0
2,MIA,1,10,SHOTGUN,6.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIN,15.0,51,-21.0,0,1,2,3,0,5,4,2,5,0
2,MIN,1,10,SINGLEBACK,7.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIA,11.866666666666667,67,21.0,1,1,1,3,1,5,4,2,5,0
2,MIN,2,4,SHOTGUN,6.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIA,11.233333333333333,61,21.0,1,1,1,3,1,5,4,2,5,0
2,MIN,3,1,I_FORM,8.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIA,10.55,58,21.0,1,1,2,1,1,6,5,2,4,0
2,MIN,2,20,SHOTGUN,6.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIA,8.916666666666666,52,21.0,1,1,1,3,1,5,4,2,5,0
2,MIN,1,10,SINGLEBACK,8.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIA,7.733333333333333,75,14.0,1,1,1,2,2,5,4,3,4,0
2,MIA,1,10,I_FORM,7.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIN,6.283333333333333,68,-14.0,0,1,1,3,1,5,4,2,5,0
2,MIA,2,5,SINGLEBACK,7.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIN,5.566666666666666,63,-14.0,0,1,1,2,2,5,4,3,4,0
2,MIA,1,10,SINGLEBACK,6.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIN,4.266666666666667,56,-14.0,0,1,1,3,1,5,4,2,5,0
2,MIA,2,12,SINGLEBACK,6.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIN,2.75,45,-14.0,0,1,1,3,1,5,4,2,5,0
2,MIN,1,10,I_FORM,7.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIA,0.23333333333333334,75,11.0,1,1,2,1,2,5,4,3,4,0
3,MIA,1,10,SINGLEBACK,7.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIN,15.0,75,-11.0,0,1,2,2,1,5,4,2,5,0
3,MIN,1,10,SINGLEBACK,7.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIA,14.816666666666666,75,4.0,1,1,1,3,1,5,4,2,5,0
3,MIN,1,10,SINGLEBACK,8.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIA,9.983333333333333,22,4.0,1,1,1,2,2,5,4,3,4,0
3,MIN,2,9,SINGLEBACK,7.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIA,9.516666666666667,21,4.0,1,1,1,2,2,5,4,3,4,0
3,MIA,1,10,SHOTGUN,7.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIN,8.666666666666666,75,-7.0,0,1,3,2,0,5,4,2,5,0
3,MIN,2,19,SHOTGUN,6.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIA,5.466666666666667,65,7.0,1,1,1,3,1,5,4,2,5,0
3,MIA,1,10,SINGLEBACK,7.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIN,4.316666666666666,69,-7.0,0,1,2,2,1,5,4,2,5,0
3,MIN,1,10,I_FORM,7.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIA,2.6,73,7.0,1,1,2,2,1,5,4,3,4,0
3,MIN,2,10,SINGLEBACK,7.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIA,2.066666666666667,73,7.0,1,1,1,2,2,5,4,3,4,0
3,MIN,1,10,I_FORM,7.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIA,0.7833333333333333,31,7.0,1,1,2,1,2,5,5,2,4,0
4,MIN,1,10,SINGLEBACK,7.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIA,15.0,14,7.0,1,1,1,2,2,5,4,3,4,0
4,MIN,2,6,SINGLEBACK,6.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIA,14.366666666666667,10,7.0,1,1,1,3,1,5,4,2,5,0
4,MIN,1,10,I_FORM,7.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIA,11.966666666666667,55,10.0,1,1,2,2,1,5,4,3,4,0
4,MIN,1,10,I_FORM,8.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIA,11.3,41,10.0,1,1,2,2,1,5,4,3,4,0
4,MIN,2,10,SINGLEBACK,8.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIA,10.566666666666666,41,10.0,1,1,1,2,2,5,4,3,4,0
4,MIA,1,10,SINGLEBACK,6.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIN,9.9,75,-17.0,0,1,1,3,1,5,4,2,5,0
4,MIN,1,15,SINGLEBACK,8.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIA,7.966666666666667,21,17.0,1,1,1,2,2,5,4,3,4,0
4,MIA,3,27,SHOTGUN,4.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIN,4.983333333333333,61,-24.0,0,1,1,3,1,5,3,3,5,0
4,MIN,1,10,SINGLEBACK,8.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIA,4.1,43,24.0,1,1,1,2,2,5,4,3,4,0
4,MIN,2,7,SINGLEBACK,8.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIA,3.3833333333333333,40,24.0,1,1,1,2,2,5,4,3,4,0
4,MIN,3,2,SINGLEBACK,8.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIA,2.65,35,24.0,1,1,1,2,2,5,5,2,4,0
4,MIN,1,10,I_FORM,8.0,15.0,Indoor,Turf,Indoor,68.0,56.0,5.0,run,MIA,2.0,33,24.0,1,1,2,1,1,6,5,2,4,0
1,TEN,2,2,SINGLEBACK,7.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,NYG,13.75,52,0.0,0,1,1,3,1,5,3,3,5,0
1,TEN,1,10,SINGLEBACK,6.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,NYG,13.316666666666666,42,0.0,0,1,1,3,1,5,3,3,5,0
1,TEN,2,4,SINGLEBACK,6.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,NYG,12.85,36,0.0,0,1,1,3,1,5,3,3,5,0
1,NYG,1,10,SINGLEBACK,8.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,TEN,11.416666666666666,62,0.0,1,1,1,1,3,5,3,4,4,0
1,TEN,1,10,SINGLEBACK,8.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,NYG,10.466666666666667,75,0.0,0,1,1,1,3,5,3,4,4,0
1,TEN,1,10,SINGLEBACK,7.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,NYG,9.316666666666666,59,0.0,0,1,1,2,2,5,3,4,4,0
1,TEN,1,10,I_FORM,8.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,NYG,8.083333333333334,46,0.0,0,1,1,2,2,5,3,4,4,0
1,TEN,2,7,PISTOL,8.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,NYG,7.566666666666666,43,0.0,0,1,1,2,2,5,3,4,4,0
1,TEN,1,10,SINGLEBACK,4.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,NYG,6.466666666666667,34,0.0,0,1,1,3,1,5,1,3,7,0
1,TEN,1,10,I_FORM,8.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,NYG,5.0,19,0.0,0,1,1,2,2,5,3,4,4,0
1,TEN,1,9,I_FORM,8.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,NYG,4.516666666666667,9,0.0,0,1,1,2,2,5,3,4,4,0
1,TEN,2,5,SHOTGUN,7.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,NYG,3.9333333333333336,5,0.0,0,1,1,3,1,5,2,4,5,0
1,TEN,4,1,SINGLEBACK,7.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,NYG,2.783333333333333,1,0.0,0,1,1,3,1,5,3,3,5,0
1,NYG,1,10,SINGLEBACK,7.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,TEN,2.6166666666666667,82,-7.0,1,1,1,2,2,5,2,4,5,0
1,NYG,1,15,I_FORM,8.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,TEN,0.38333333333333336,44,-7.0,1,1,2,2,1,5,3,4,4,0
2,TEN,2,10,SHOTGUN,8.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,NYG,12.4,54,7.0,0,1,1,2,2,5,3,4,4,0
2,NYG,1,10,SINGLEBACK,7.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,TEN,11.366666666666667,94,-7.0,1,1,1,2,2,5,2,4,5,0
2,NYG,2,3,SINGLEBACK,6.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,TEN,10.733333333333333,87,-7.0,1,1,1,2,2,5,2,4,5,0
2,NYG,2,10,I_FORM,6.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,TEN,10.033333333333333,70,-7.0,1,1,2,3,0,5,2,4,5,0
2,NYG,2,10,SINGLEBACK,6.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,TEN,7.916666666666667,42,-7.0,1,1,1,2,2,5,3,4,4,0
2,TEN,1,10,SINGLEBACK,7.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,NYG,6.516666666666667,86,7.0,0,1,1,3,1,5,3,3,5,0
2,TEN,1,10,SHOTGUN,7.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,NYG,6.05,74,7.0,0,1,1,3,1,5,3,3,5,0
2,TEN,2,3,SINGLEBACK,7.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,NYG,5.5,67,7.0,0,1,1,3,1,5,3,3,5,0
2,TEN,1,10,SINGLEBACK,7.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,NYG,5.016666666666667,63,7.0,0,1,1,3,1,5,3,3,5,0
2,NYG,1,10,SHOTGUN,7.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,TEN,3.033333333333333,85,-7.0,1,1,1,3,1,5,2,4,5,0
2,TEN,1,10,SINGLEBACK,7.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,NYG,2.15,60,7.0,0,1,1,3,1,5,2,4,5,0
2,TEN,2,8,SHOTGUN,7.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,NYG,2.0,58,7.0,0,1,1,3,1,5,2,4,5,0
2,TEN,3,1,SHOTGUN,7.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,NYG,1.65,51,7.0,0,1,1,3,1,5,3,3,5,0
2,TEN,1,10,SHOTGUN,7.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,NYG,1.5166666666666666,39,7.0,0,1,1,3,1,5,2,4,5,0
2,TEN,2,7,SINGLEBACK,6.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,NYG,1.1,36,7.0,0,1,1,3,1,5,2,4,5,0
3,NYG,1,10,SINGLEBACK,7.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,TEN,14.9,75,-7.0,1,1,1,2,2,5,3,4,4,0
3,NYG,1,10,SINGLEBACK,7.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,TEN,13.7,41,-7.0,1,1,1,3,1,5,2,4,5,0
3,NYG,2,8,I_FORM,6.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,TEN,13.383333333333333,39,-7.0,1,1,2,3,0,5,2,4,5,0
3,NYG,1,10,SHOTGUN,7.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,TEN,12.133333333333333,29,-7.0,1,1,1,3,1,5,2,4,5,0
3,NYG,1,10,SHOTGUN,7.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,TEN,10.616666666666667,19,-7.0,1,1,1,3,1,5,2,4,5,0
3,TEN,1,10,SINGLEBACK,6.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,NYG,9.05,85,7.0,0,1,1,3,1,5,3,3,5,0
3,TEN,1,10,SHOTGUN,7.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,NYG,8.583333333333334,72,7.0,0,1,1,3,1,5,3,3,5,0
3,TEN,1,10,SHOTGUN,7.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,NYG,5.116666666666666,14,7.0,0,1,1,3,1,5,2,4,5,0
3,TEN,2,9,SINGLEBACK,7.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,NYG,4.533333333333333,13,7.0,0,1,1,1,3,5,3,4,4,0
3,TEN,1,2,SINGLEBACK,8.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,NYG,3.8333333333333335,2,7.0,0,1,1,2,2,5,3,4,4,0
3,TEN,2,1,SHOTGUN,8.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,NYG,3.466666666666667,1,7.0,0,1,1,2,2,5,3,4,4,0
3,TEN,1,1,SINGLEBACK,8.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,NYG,2.4166666666666665,1,7.0,0,1,1,3,1,5,3,3,5,0
3,NYG,1,10,SHOTGUN,7.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,TEN,2.2333333333333334,73,-14.0,1,1,1,3,1,5,2,4,5,0
3,NYG,2,4,SINGLEBACK,7.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,TEN,1.7166666666666668,67,-14.0,1,1,1,3,1,5,2,4,5,0
3,TEN,2,10,SINGLEBACK,8.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,NYG,0.65,69,14.0,0,1,1,2,2,5,3,4,4,0
4,TEN,3,10,SHOTGUN,5.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,NYG,15.0,69,14.0,0,1,1,3,1,5,1,3,7,0
4,TEN,1,10,PISTOL,7.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,NYG,12.15,53,14.0,0,1,1,2,2,5,3,4,4,0
4,TEN,2,9,SINGLEBACK,6.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,NYG,11.433333333333334,52,14.0,0,1,1,3,1,5,3,3,5,0
4,TEN,3,2,SHOTGUN,7.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,NYG,10.683333333333334,45,14.0,0,1,1,3,1,5,2,4,5,0
4,TEN,1,10,SINGLEBACK,7.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,NYG,9.966666666666667,42,14.0,0,1,1,3,1,5,2,4,5,0
4,TEN,3,8,SINGLEBACK,6.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,NYG,8.5,40,14.0,0,1,1,3,1,5,2,4,5,0
4,TEN,1,10,SINGLEBACK,6.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,NYG,7.733333333333333,23,14.0,0,1,1,3,1,5,2,4,5,0
4,TEN,1,15,SINGLEBACK,7.0,15.0,Outdoor,Turf,Rain,40.0,95.0,6.0,run,NYG,6.083333333333333,17,14.0,0,1,1,3,1,5,3,3,5,0
1,SEA,1,10,SINGLEBACK,6.0,15.0,Outdoor,Grass,Cloudy,61.0,68.0,11.0,run,SF,13.533333333333333,59,0.0,0,1,1,3,0,6,4,2,5,0
1,SEA,2,8,SINGLEBACK,6.0,15.0,Outdoor,Grass,Cloudy,61.0,68.0,11.0,run,SF,13.0,57,0.0,0,1,1,3,1,5,4,2,5,0
1,SEA,2,5,SINGLEBACK,6.0,15.0,Outdoor,Grass,Cloudy,61.0,68.0,11.0,run,SF,11.05,20,0.0,0,1,1,3,0,6,4,2,5,0
1,SEA,3,1,SINGLEBACK,6.0,15.0,Outdoor,Grass,Cloudy,61.0,68.0,11.0,run,SF,10.533333333333333,16,0.0,0,1,1,3,0,6,4,2,5,0
1,SEA,1,6,SHOTGUN,8.0,15.0,Outdoor,Grass,Cloudy,61.0,68.0,11.0,run,SF,10.2,6,0.0,0,1,1,2,1,6,4,3,4,0
1,SEA,1,10,I_FORM,6.0,15.0,Outdoor,Grass,Cloudy,61.0,68.0,11.0,run,SF,9.25,75,-1.0,0,1,2,3,0,5,4,2,5,0
1,SEA,2,5,SHOTGUN,7.0,15.0,Outdoor,Grass,Cloudy,61.0,68.0,11.0,run,SF,8.633333333333333,70,-1.0,0,1,1,2,1,6,4,3,4,0
1,SEA,1,10,SINGLEBACK,5.0,15.0,Outdoor,Grass,Cloudy,61.0,68.0,11.0,run,SF,6.65,46,-1.0,0,1,1,3,1,5,4,2,5,0
1,SF,1,10,I_FORM,8.0,15.0,Outdoor,Grass,Cloudy,61.0,68.0,11.0,run,SEA,3.4333333333333336,61,1.0,1,1,2,1,2,5,4,3,4,0
1,SF,2,3,PISTOL,8.0,15.0,Outdoor,Grass,Cloudy,61.0,68.0,11.0,run,SEA,2.8333333333333335,54,1.0,1,1,2,2,1,5,4,3,4,0
1,SEA,1,10,I_FORM,6.0,15.0,Outdoor,Grass,Cloudy,61.0,68.0,11.0,run,SF,2.15,55,-1.0,0,1,2,3,0,5,4,2,5,0
1,SEA,1,10,SINGLEBACK,6.0,15.0,Outdoor,Grass,Cloudy,61.0,68.0,11.0,run,SF,0.8666666666666667,43,-1.0,0,1,1,3,1,5,4,2,5,0
2,SF,1,10,PISTOL,8.0,15.0,Outdoor,Grass,Cloudy,61.0,68.0,11.0,run,SEA,14.85,98,1.0,1,1,2,1,2,5,4,3,4,0
2,SF,2,7,I_FORM,8.0,15.0,Outdoor,Grass,Cloudy,61.0,68.0,11.0,run,SEA,14.183333333333334,95,1.0,1,1,2,2,1,5,4,3,4,0
2,SF,2,8,SINGLEBACK,7.0,15.0,Outdoor,Grass,Cloudy,61.0,68.0,11.0,run,SEA,13.7,96,1.0,1,1,1,2,2,5,4,3,4,0
2,SF,1,10,SINGLEBACK,7.0,15.0,Outdoor,Grass,Cloudy,61.0,68.0,11.0,run,SEA,12.566666666666666,87,1.0,1,1,1,2,2,5,4,3,4,0
2,SF,2,10,SINGLEBACK,7.0,15.0,Outdoor,Grass,Cloudy,61.0,68.0,11.0,run,SEA,11.35,71,1.0,1,1,1,2,2,5,4,3,4,0
2,SEA,1,10,SHOTGUN,7.0,15.0,Outdoor,Grass,Cloudy,61.0,68.0,11.0,run,SF,9.4,79,-8.0,0,1,1,2,1,6,4,3,4,0
2,SEA,2,10,SHOTGUN,6.0,15.0,Outdoor,Grass,Cloudy,61.0,68.0,11.0,run,SF,8.883333333333333,79,-8.0,0,1,1,3,1,5,4,2,5,0
2,SEA,2,8,SINGLEBACK,6.0,15.0,Outdoor,Grass,Cloudy,61.0,68.0,11.0,run,SF,6.783333333333333,64,-8.0,0,1,1,3,1,5,4,2,5,0
2,SEA,2,10,SHOTGUN,6.0,15.0,Outdoor,Grass,Cloudy,61.0,68.0,11.0,run,SF,6.15,40,-8.0,0,1,1,3,1,5,4,2,5,0
2,SF,1,10,SINGLEBACK,7.0,15.0,Outdoor,Grass,Cloudy,61.0,68.0,11.0,run,SEA,5.316666666666666,75,1.0,1,1,1,2,2,5,4,3,4,0
2,SF,2,3,I_FORM,7.0,15.0,Outdoor,Grass,Cloudy,61.0,68.0,11.0,run,SEA,4.333333333333333,58,1.0,1,1,2,2,1,5,4,3,4,0
2,SF,1,10,JUMBO,8.0,15.0,Outdoor,Grass,Cloudy,61.0,68.0,11.0,run,SEA,2.35,15,1.0,1,1,2,1,2,5,4,3,4,0
2,SF,2,7,SINGLEBACK,8.0,15.0,Outdoor,Grass,Cloudy,61.0,68.0,11.0,run,SEA,2.0,12,1.0,1,1,2,1,2,5,4,3,4,0
2,SEA,2,19,SHOTGUN,6.0,15.0,Outdoor,Grass,Cloudy,61.0,68.0,11.0,run,SF,0.9,84,-4.0,0,1,1,3,1,5,4,2,5,0
2,SEA,3,13,SHOTGUN,4.0,15.0,Outdoor,Grass,Cloudy,61.0,68.0,11.0,run,SF,0.26666666666666666,78,-4.0,0,1,1,3,1,5,4,2,5,0
3,SEA,1,10,SHOTGUN,6.0,15.0,Outdoor,Grass,Cloudy,61.0,68.0,11.0,run,SF,15.0,75,-4.0,0,1,1,3,1,5,4,2,5,0
3,SEA,2,4,SHOTGUN,6.0,15.0,Outdoor,Grass,Cloudy,61.0,68.0,11.0,run,SF,14.333333333333334,69,-4.0,0,1,1,3,0,6,4,2,5,0
3,SEA,1,10,SHOTGUN,6.0,15.0,Outdoor,Grass,Cloudy,61.0,68.0,11.0,run,SF,10.833333333333334,80,-4.0,0,1,1,3,0,6,4,2,5,0
3,SEA,1,10,I_FORM,6.0,15.0,Outdoor,Grass,Cloudy,61.0,68.0,11.0,run,SF,8.966666666666667,67,-4.0,0,1,2,3,0,5,4,2,5,0
3,SF,1,10,I_FORM,8.0,15.0,Outdoor,Grass,Cloudy,61.0,68.0,11.0,run,SEA,6.8,66,4.0,1,1,2,2,1,5,4,3,4,0
